COU,Country,VAR,Variable,CO2,Country of origin,YEA,Year,Value,Flag Codes,Flags
NOR,Norway,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,29,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,85,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,89,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,1,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,1,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,322,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,30,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,57,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,55,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,13,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,23,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,5,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,24,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,17,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,41,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,CUB,Cuba,2018,2018,1455,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CYP,Cyprus,2018,2018,246,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,74,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,50,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,125,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,83,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,908,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,17,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,122,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,16,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,307,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,113,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,708,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,29,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,CZE,Czech Republic,2018,2018,6,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,PRK,Democratic People's Republic of Korea,2018,2018,20,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,PRK,Democratic People's Republic of Korea,2018,2018,10,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,61,,
FRA,France,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,104,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,2,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,1,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,COD,Democratic Republic of the Congo,2018,2018,7,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,3,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,15,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,8,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,41,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,3,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,15,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,1081,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,12,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,41,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,2,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,DNK,Denmark,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DMA,Dominica,2018,2018,142,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,DMA,Dominica,2018,2018,4,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,DMA,Dominica,2018,2018,7,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,3,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,39,,
FRA,France,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,13,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,22,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,5,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,5,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,19,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,DOM,Dominican Republic,2018,2018,42,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,7,,
FRA,France,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,12,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,41,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,14,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,12,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,2767,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,ECU,Ecuador,2018,2018,4,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,11,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,1145,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,132,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,1221,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,557,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,45,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,12,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,25,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,2268,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,1,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,EGY,Egypt,2018,2018,207,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,27,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,5,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,3,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,1,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,5,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,SLV,El Salvador,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GNQ,Equatorial Guinea,2018,2018,0,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ERI,Eritrea,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,5,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,6,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,42,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,12,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,15,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,5,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,25,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,EST,Estonia,2018,2018,30,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,32,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,30,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,7,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,12,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,5,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,20,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,ETH,Ethiopia,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,FJI,Fiji,2018,2018,4,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,FJI,Fiji,2018,2018,0,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,FJI,Fiji,2018,2018,61,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,FJI,Fiji,2018,2018,2,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,2,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,8,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,5,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,61,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,4,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,5,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,26,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,6,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,20,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,FIN,Finland,2018,2018,25,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,12,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,34,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,421,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,1,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,5,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,7,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,19,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,13,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,MKD,The former Yugoslav Republic of Macedonia,2018,2018,75,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,3,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,1393,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,431,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,360,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,26,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,18,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,35,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,892,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,116,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,12,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,500,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,FRA,France,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,GAB,Gabon,2018,2018,28,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GAB,Gabon,2018,2018,10,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GMB,Gambia,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,2,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,3,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,394,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,1,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,2,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,27,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,3,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,GEO,Georgia,2018,2018,16,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,1460,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,447,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,233,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,11,,
FRA,France,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,769,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,21,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,95,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,194,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,1589,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,7136,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,1175,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,52,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,6,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,500,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,DEU,Germany,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GHA,Ghana,2018,2018,52,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GHA,Ghana,2018,2018,42,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,GHA,Ghana,2018,2018,2,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,GHA,Ghana,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GHA,Ghana,2018,2018,231,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,16,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,342,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,49,,
FRA,France,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,257,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,2580,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,2,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,55,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,2,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,20,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,217,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,1395,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,GRC,Greece,2018,2018,22,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GRD,Grenada,2018,2018,368,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,GRD,Grenada,2018,2018,5,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,GRD,Grenada,2018,2018,4,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GRD,Grenada,2018,2018,82,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,9,,
FRA,France,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,5,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,26,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,5,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,4,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,11,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,GTM,Guatemala,2018,2018,2,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,71,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GIN,Guinea,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,GNB,Guinea-Bissau,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,GUY,Guyana,2018,2018,13,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,GUY,Guyana,2018,2018,2,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,GUY,Guyana,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,GUY,Guyana,2018,2018,16,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,69,,
FRA,France,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,48,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,5,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,8,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,HTI,Haiti,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,2,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,22,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,3,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,13,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,HND,Honduras,2018,2018,5,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,234,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,60,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,96,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,91,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,1443,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,271,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,22,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,1196,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,185,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,531,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,7,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,1251,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,HUN,Hungary,2018,2018,20,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,4,,
FRA,France,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,8,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,1,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,98,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ISL,Iceland,2018,2018,12,,
AUS,Australia,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,5336,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,4,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,2163,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,13,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,576,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,443,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,490,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,45,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,11,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,15870,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,IND,India,2018,2018,5,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,11,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,1,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,325,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,3,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,1,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,IDN,Indonesia,2018,2018,7,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,4,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,802,,
FRA,France,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,73,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,1003,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,12,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,9,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,40,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,24,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,331,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,IRN,Iran,2018,2018,16,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,IRQ,Iraq,2018,2018,18,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,IRQ,Iraq,2018,2018,464,,
